,gioi_tinh,nguoi_cao_tuoi,Hon_nhan,nguoi_phu_thuoc,so_thang_su_dung,dich_vu_dien_thoai,nhieu_nha_cung_cap,dich_vu_internet,bao_mat_truc_tuyen,sao_luu_truc_tuyen,bao_ve_thiet_bi,ho_tro_ky_thuat,xem_tivi_truc_tuyen,xem_phim_truc_tuyen,thoi_han_hop_dong,hoa_don_dien_tu,phuong_thuc_thanh_toan,phi_hang_thang,tong_chi_phi,ngung_su_dung
1115,0,0,1,1,39,0,0,1,1,1,1,0,1,1,0,0,3,53.85,2200.7,1
1116,1,0,1,1,38,0,0,2,2,2,2,2,2,2,1,0,1,24.25,914.4,1
1117,0,0,1,1,52,0,0,0,1,1,0,1,1,0,0,0,3,89.45,4577.75,1
1118,1,0,0,0,48,0,0,0,0,0,1,1,0,0,2,0,3,105.25,4997.5,1
1119,0,0,0,0,70,1,2,1,0,1,0,0,0,0,0,1,2,59.5,4144.8,1
1120,0,0,1,1,20,0,1,0,1,1,1,1,1,1,2,1,3,70.55,1493.55,1
1121,1,0,1,1,50,0,0,1,0,1,0,0,0,0,1,0,3,82.5,4179.1,1
1122,1,0,1,1,19,1,2,1,1,1,1,1,0,0,1,0,3,44.85,893.55,0
1123,0,0,0,0,25,0,1,1,0,0,0,1,1,1,1,0,2,61.6,1611.0,1
1124,0,0,1,1,12,0,1,1,1,0,1,1,1,1,2,0,2,49.05,593.05,1
1125,0,1,0,1,39,0,0,0,1,0,0,1,0,0,2,0,1,105.65,4284.8,0
1126,0,0,1,1,7,0,1,0,1,1,0,1,1,1,2,1,0,74.65,544.55,0
1127,1,0,0,0,23,0,1,1,0,0,0,0,1,1,1,0,0,66.25,1533.8,1
1128,0,0,1,1,27,0,1,2,2,2,2,2,2,2,2,0,1,19.4,529.8,1
1129,0,1,1,1,47,0,0,0,1,1,1,1,0,1,2,0,3,86.05,3865.6,1
1130,0,0,0,0,26,0,1,2,2,2,2,2,2,2,0,0,3,19.15,515.75,1
1131,1,0,0,1,14,0,0,1,0,1,1,1,0,1,2,0,2,64.7,941.0,0
1132,1,1,0,1,11,0,0,0,1,1,0,0,0,0,2,0,2,104.05,1133.65,0
1133,0,0,1,0,2,0,1,2,2,2,2,2,2,2,2,1,0,19.25,48.35,1
1134,1,0,0,0,26,0,1,0,0,0,1,1,1,1,2,1,1,81.95,2070.05,1
1135,1,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,2,114.65,8333.95,1
1136,1,0,0,0,63,0,1,2,2,2,2,2,2,2,0,1,3,20.0,1209.25,1
1137,0,0,0,0,71,0,1,2,2,2,2,2,2,2,0,1,0,19.8,1396.25,1
1138,0,0,0,0,11,0,0,1,0,1,1,1,0,1,2,0,2,65.15,723.35,1
1139,0,1,0,1,14,0,1,2,2,2,2,2,2,2,1,1,0,19.65,228.65,1
1140,1,0,1,0,13,0,0,1,0,0,0,0,0,0,0,1,3,88.95,1161.75,1
1141,0,0,1,0,6,0,1,2,2,2,2,2,2,2,2,0,0,20.2,98.35,1
1142,0,1,0,0,11,0,0,0,1,1,1,1,1,1,2,0,3,75.2,775.3,1
1143,0,0,0,1,18,0,0,1,1,0,1,1,1,1,2,1,3,56.8,1074.65,1
1144,0,0,1,1,1,1,2,1,1,1,1,1,1,0,2,0,1,35.55,35.55,0
1145,1,0,0,1,32,0,1,0,0,1,1,1,1,1,2,0,2,75.5,2324.7,1
1146,0,0,1,1,29,1,2,1,0,1,1,0,1,1,1,1,0,35.6,1072.6,1
1147,1,0,1,1,3,0,0,1,1,1,1,1,0,1,2,0,1,60.25,170.5,1
1148,1,0,1,1,2,0,0,0,1,1,1,1,0,0,2,0,1,95.15,196.9,0
1149,0,0,0,0,13,0,1,0,1,1,0,1,0,0,2,0,0,96.65,1162.85,0
1150,1,0,1,1,41,1,2,1,1,0,1,1,1,0,2,0,1,40.35,1677.85,1
1151,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,1,18.85,18.85,1
1152,0,0,1,1,7,0,1,1,1,1,1,1,0,1,2,1,0,54.85,370.4,1
1153,1,0,0,1,52,0,1,1,0,1,0,1,0,1,1,0,0,64.3,3410.6,1
1154,1,0,0,0,45,0,0,2,2,2,2,2,2,2,0,0,2,24.65,1138.8,1
1155,0,0,0,1,70,0,0,1,1,0,0,0,0,1,0,1,3,76.1,5264.25,1
1156,1,0,1,1,53,0,1,2,2,2,2,2,2,2,0,1,0,18.7,1005.7,1
1157,1,1,0,1,62,0,0,0,1,0,0,1,0,1,1,0,3,97.95,5936.55,1
1158,1,0,0,1,60,0,0,0,0,0,1,1,1,0,2,0,3,94.1,5475.9,1
1159,1,1,0,1,3,0,1,0,1,1,1,1,0,1,2,0,1,80.4,224.05,0
1160,1,1,0,1,23,0,1,0,0,1,1,1,0,0,2,0,1,95.1,2326.05,1
1161,0,0,1,0,1,1,2,1,1,0,1,1,1,1,2,0,0,31.35,31.35,0
1162,1,0,1,1,67,0,1,1,0,1,0,0,1,0,1,0,2,72.35,4991.5,1
1163,1,0,1,1,12,0,0,0,1,0,1,1,0,1,2,0,2,89.75,1052.4,0
1164,1,1,0,1,71,0,0,1,0,0,0,0,1,0,0,0,2,82.7,5831.2,1
1165,0,0,1,1,25,0,1,2,2,2,2,2,2,2,1,1,3,19.9,510.8,1
1166,1,0,1,1,5,0,0,1,0,1,1,1,1,1,2,0,1,53.8,283.95,1
1167,0,0,1,1,26,0,0,1,1,1,1,1,1,1,1,0,3,51.55,1295.4,1
1168,0,0,0,0,1,0,1,2,2,2,2,2,2,2,1,1,0,19.65,19.65,1
1169,0,1,1,1,70,1,2,1,1,0,0,1,0,1,1,0,3,44.05,3011.65,1
1170,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,1,114.0,8093.15,1
1171,0,0,0,1,60,0,1,0,1,0,1,1,0,0,1,0,1,94.4,5610.25,0
1172,1,1,0,0,32,0,0,0,1,0,1,1,0,0,2,0,1,100.4,3217.65,1
1173,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,0,1,19.85,19.85,0
1174,1,0,1,1,14,0,0,1,1,0,1,1,1,1,1,0,0,54.25,773.2,1
1175,1,0,1,1,13,0,0,0,0,1,1,1,1,1,2,0,3,80.0,1029.35,1
1176,1,0,1,1,6,0,0,0,1,0,0,0,0,0,2,0,3,109.9,669.45,0
1177,1,0,1,1,46,0,0,1,0,1,0,1,0,0,0,1,0,79.2,3593.8,1
1178,0,0,1,1,15,0,1,0,1,1,0,0,0,0,2,0,1,101.35,1553.95,0
1179,0,1,0,1,43,0,0,0,1,0,1,0,0,1,2,0,1,94.3,3953.15,1
1180,0,0,1,1,39,0,1,1,1,1,1,0,1,1,0,0,2,49.8,1971.15,1
1181,0,1,1,1,21,0,1,1,1,1,0,1,0,1,2,0,2,60.05,1236.15,0
1182,0,0,1,1,57,1,2,1,0,1,0,1,0,0,2,0,1,53.75,3196.0,1
1183,1,0,0,1,53,0,1,0,1,1,1,0,0,0,1,0,1,93.45,4872.2,1
1184,0,0,0,0,18,0,1,0,0,1,0,1,0,1,2,0,0,87.9,1500.5,1
1185,1,0,1,1,1,0,0,1,1,1,1,1,1,0,2,0,1,60.15,60.15,0
1186,1,0,0,1,58,0,0,1,0,1,1,0,1,1,1,0,2,61.05,3478.75,1
1187,1,1,1,1,71,0,0,0,1,1,0,1,0,0,0,1,2,104.05,7413.55,1
1188,1,0,1,1,35,0,1,0,1,1,0,0,0,0,1,0,1,99.25,3532.0,1
1189,0,0,1,1,3,0,1,0,1,1,0,1,1,0,2,1,3,85.7,256.75,1
1190,0,0,1,1,38,0,0,0,0,0,1,1,0,0,1,0,1,104.85,3887.25,1
1191,0,0,0,0,35,0,0,1,0,0,0,0,1,1,0,0,3,69.15,2490.15,1
1192,0,0,1,1,7,0,0,0,1,1,0,1,0,1,2,0,1,90.45,593.45,0
1193,1,0,1,1,47,0,1,1,1,1,0,0,0,0,0,1,0,74.45,3510.3,1
1194,1,0,1,1,14,0,1,1,1,0,1,1,1,1,2,1,1,50.45,765.45,1
1195,1,1,0,1,20,0,1,1,1,0,1,1,1,0,2,0,1,60.0,1259.35,1
1196,0,0,0,1,66,0,0,1,0,0,1,0,0,0,0,1,1,85.25,5538.35,1
1197,0,0,0,1,15,0,1,2,2,2,2,2,2,2,2,0,3,19.45,340.85,1
1198,1,0,1,1,42,0,1,2,2,2,2,2,2,2,0,0,2,20.75,844.45,1
1199,1,0,0,1,17,0,0,0,0,1,1,1,1,1,2,1,1,78.9,1348.95,1
1200,0,0,1,1,37,0,0,0,1,0,1,0,0,0,1,0,3,104.5,3778.0,1
1201,1,0,1,1,12,0,1,1,1,0,1,1,1,1,2,0,1,49.4,611.65,1
1202,0,0,0,1,53,0,1,0,1,0,1,1,0,0,1,0,2,94.25,4867.95,0
1203,1,0,1,1,60,0,0,2,2,2,2,2,2,2,0,1,0,25.0,1505.05,1
1204,0,0,0,0,18,1,2,1,1,1,1,1,1,1,2,1,3,25.55,467.85,1
1205,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2,0,1,74.9,74.9,0
1206,1,0,1,1,3,0,1,0,1,1,1,1,1,1,2,0,1,70.15,194.2,1
1207,1,0,1,0,9,0,1,1,1,1,1,0,0,0,2,0,3,69.4,571.45,1
1208,1,0,1,1,1,0,1,0,1,1,1,1,0,1,2,0,1,80.25,80.25,0
1209,0,0,0,1,56,0,0,0,0,0,0,1,1,1,1,0,1,93.15,5253.95,1
1210,0,0,0,0,17,0,1,0,1,1,1,1,1,1,2,0,1,69.0,1149.65,0
1211,1,0,0,0,11,0,0,1,1,1,1,0,1,0,2,0,1,66.35,740.8,0
1212,0,0,1,1,7,0,1,0,1,1,1,1,1,1,2,0,1,69.55,521.35,1
1213,1,0,0,0,69,0,1,2,2,2,2,2,2,2,0,1,2,20.2,1412.65,1
1214,0,0,1,1,19,0,0,0,1,1,1,1,1,0,2,0,2,86.0,1532.45,0
1215,1,0,0,0,3,0,1,0,1,1,1,1,1,0,2,0,1,80.3,250.05,0
1216,0,0,0,0,54,0,1,2,2,2,2,2,2,2,0,1,3,20.4,1090.6,1
1217,0,0,0,1,62,0,0,2,2,2,2,2,2,2,1,0,3,23.75,1446.8,1
1218,0,0,1,1,24,0,0,0,1,0,1,1,0,1,2,0,3,90.55,2282.55,0
1219,1,0,0,0,62,0,0,1,1,1,1,1,0,0,2,0,3,70.45,4300.45,1
1220,0,0,1,1,17,0,0,1,0,1,1,1,1,0,2,1,2,65.75,1111.2,1
1221,0,0,1,1,9,1,2,1,1,1,1,1,1,1,2,0,0,24.6,190.1,1
1222,0,0,0,0,64,0,1,1,0,1,0,0,0,1,0,1,0,69.25,4447.75,1
1223,1,0,1,1,2,0,0,0,1,1,1,1,1,1,2,0,1,75.9,143.35,0
1224,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,45.85,45.85,0
1225,1,0,0,1,16,1,2,1,1,1,1,0,0,0,2,0,1,49.95,810.2,0
1226,1,0,0,1,72,0,0,2,2,2,2,2,2,2,0,1,2,24.65,1830.05,1
1227,0,0,1,1,30,0,0,0,0,0,0,1,1,1,1,1,2,90.4,2820.65,1
1228,1,0,0,1,49,0,0,0,0,1,1,1,0,0,2,0,0,100.85,4847.35,1
1229,0,0,0,1,61,0,0,1,0,1,0,0,1,0,0,1,3,75.35,4729.3,1
1230,0,0,0,0,47,0,0,0,1,0,1,1,0,1,2,1,1,87.2,4017.45,1
1231,0,0,1,1,20,0,1,1,0,1,0,1,1,0,2,1,3,64.4,1398.6,1
1232,0,0,0,0,34,0,1,0,1,1,1,1,0,1,2,1,1,78.3,2564.3,0
1233,1,0,0,0,70,0,0,2,2,2,2,2,2,2,0,1,2,24.7,1685.9,1
1234,0,0,1,0,54,0,1,0,0,0,1,0,0,0,1,0,1,105.85,5826.65,1
1235,0,1,0,1,61,0,0,0,1,0,0,0,0,1,1,0,0,98.3,6066.55,1
1236,0,0,1,1,3,0,0,0,1,1,1,1,1,1,2,0,1,76.95,228.4,0
1237,0,0,1,1,13,0,1,2,2,2,2,2,2,2,1,1,0,19.45,270.2,1
1238,1,1,1,1,16,0,0,0,1,1,1,1,0,0,2,0,1,96.15,1529.2,0
1239,1,0,0,0,3,0,1,1,1,0,1,1,0,1,2,0,3,58.7,168.6,1
1240,0,0,1,1,25,0,1,2,2,2,2,2,2,2,2,0,0,20.15,536.35,1
1241,0,0,1,1,30,0,0,1,0,1,1,1,1,0,2,0,0,64.5,1888.45,1
1242,1,0,0,1,21,1,2,1,0,1,1,1,1,1,2,1,1,28.5,629.35,1
1243,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,45.3,45.3,0
1244,1,0,1,1,15,0,1,2,2,2,2,2,2,2,2,1,2,19.4,289.3,0
1245,0,1,0,1,23,0,1,0,1,1,1,1,0,0,2,0,1,90.45,2117.25,1
1246,1,0,0,0,45,0,0,0,0,0,1,1,0,0,2,0,1,105.15,4730.9,1
1247,1,0,0,0,24,0,0,0,1,0,0,1,1,1,1,1,2,83.15,2033.05,1
1248,1,0,1,1,11,0,0,0,1,1,1,0,0,1,2,1,1,90.15,987.95,0
1249,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,45.05,45.05,0
1250,1,0,0,1,56,0,0,0,1,1,0,0,0,0,0,1,2,103.2,5744.35,1
1251,1,0,1,1,1,0,1,0,1,0,1,1,1,1,2,1,1,75.8,75.8,0
1252,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,1,19.45,19.45,1
1253,1,0,1,1,7,0,1,0,1,1,1,1,1,0,2,0,1,79.3,523.15,0
1254,1,1,0,1,55,0,1,0,1,1,0,0,0,1,0,1,3,88.8,4805.3,1
1255,1,0,1,1,2,1,2,1,1,1,1,0,1,1,2,0,1,30.9,59.05,0
1256,1,0,0,0,72,0,0,1,0,1,0,0,0,0,0,0,3,85.9,6110.75,1
1257,1,1,1,1,45,1,2,1,1,1,1,1,1,0,1,1,1,34.2,1596.6,1
1258,1,0,1,1,47,0,1,2,2,2,2,2,2,2,0,1,0,20.15,1046.2,1
1259,1,1,1,1,46,0,1,0,1,0,1,1,0,0,1,1,3,95.25,4424.2,0
1260,0,0,1,1,2,0,1,1,1,0,1,1,1,1,2,0,0,50.3,92.75,1
1261,1,0,0,1,2,0,1,0,0,1,1,0,1,1,2,0,1,80.15,194.55,1
1262,1,0,0,1,12,0,1,1,1,0,1,1,1,1,2,0,1,51.25,612.1,1
1263,1,1,0,1,68,0,0,0,1,0,1,1,1,0,2,0,2,89.6,6127.6,0
1264,0,0,0,0,69,0,1,0,1,1,1,0,0,0,0,0,3,95.2,6671.7,1
1265,0,1,1,0,56,0,1,0,0,1,1,1,0,0,1,1,3,94.8,5264.3,1
1266,1,1,1,1,4,0,0,0,0,1,1,1,1,1,2,0,1,80.25,303.7,1
1267,0,0,0,1,64,0,0,1,1,0,0,0,0,1,0,0,2,76.1,4818.8,1
1268,0,0,0,1,59,0,0,0,0,0,0,1,0,0,1,0,1,110.15,6448.05,0
1269,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,2,115.55,7159.05,1
1270,0,0,0,0,63,0,0,2,2,2,2,2,2,2,0,1,3,24.65,1574.5,1
1271,1,0,1,1,53,1,2,1,0,0,0,0,0,1,1,0,1,53.6,2879.2,1
1272,0,0,0,0,5,0,1,2,2,2,2,2,2,2,2,1,0,19.45,86.05,1
1273,0,1,0,1,49,0,0,0,0,0,0,1,1,1,2,0,1,88.2,4159.45,1
1274,1,0,0,0,62,0,0,0,0,1,1,1,0,0,0,0,2,101.15,6638.35,1
1275,1,0,0,1,55,0,1,1,0,0,1,0,1,1,0,1,0,56.8,3112.05,1
1276,1,1,0,1,71,0,1,0,0,0,0,0,0,1,0,0,1,99.4,7168.25,1
1277,1,0,0,0,72,0,1,2,2,2,2,2,2,2,0,0,3,20.1,1326.25,1
1278,0,0,0,0,36,1,2,1,0,1,0,0,0,0,1,1,3,60.7,2234.55,1
1279,0,0,0,1,25,0,1,2,2,2,2,2,2,2,1,0,2,20.95,495.15,1
1280,1,1,0,1,72,0,0,0,0,0,0,0,0,0,0,0,2,114.85,8317.95,1
1281,1,0,1,1,36,0,1,2,2,2,2,2,2,2,1,0,2,19.25,679.8,1
1282,0,0,1,1,1,0,1,1,1,1,1,1,0,0,2,0,0,62.8,62.8,1
1283,1,0,0,1,72,0,0,0,0,1,0,1,0,0,0,0,1,105.5,7544.0,1
1284,0,0,0,0,59,0,1,2,2,2,2,2,2,2,0,1,0,19.85,1188.25,1
1285,0,1,0,1,7,0,1,0,1,1,1,1,0,0,2,0,1,89.5,676.7,0
1286,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,74.1,74.1,1
1287,1,0,0,0,30,0,0,0,1,0,0,0,0,0,2,0,1,107.5,3242.5,1
1288,0,0,1,1,64,0,1,2,2,2,2,2,2,2,0,1,0,19.55,1240.15,1
1289,0,0,1,1,63,0,0,1,0,0,0,0,1,1,1,1,2,68.8,4111.35,1
1290,0,1,0,1,72,0,0,1,0,0,0,1,0,0,0,1,3,84.45,5899.85,1
1291,0,0,0,1,8,0,1,0,0,1,1,1,1,1,2,1,1,75.0,632.95,0
1292,1,0,1,1,62,0,0,1,1,0,0,0,0,0,0,1,2,84.5,5193.2,1
1293,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,0,2,111.2,7530.8,1
1294,0,0,1,1,6,0,1,1,1,1,1,1,1,1,2,1,1,44.75,270.95,0
1295,1,0,0,0,70,0,0,1,0,1,1,0,0,0,0,0,2,80.6,5460.2,1
1296,1,1,1,1,20,0,1,0,1,1,1,1,0,1,2,1,2,80.7,1614.2,1
1297,1,0,1,1,5,0,0,0,1,1,1,1,1,1,2,1,1,75.6,402.5,1
1298,1,0,0,0,24,1,2,1,0,0,0,1,0,0,1,1,1,57.6,1367.75,1
1299,1,0,0,1,11,0,1,1,1,1,1,1,1,1,2,0,1,44.05,483.7,0
1300,0,0,0,1,72,0,0,0,1,0,0,0,0,0,0,0,3,110.6,7962.2,1
1301,1,0,0,0,66,0,1,1,0,0,1,0,1,1,0,0,3,58.2,3810.8,1
1302,1,0,0,0,45,0,1,1,0,1,0,0,0,0,0,0,0,81.0,3533.6,1
1303,1,0,0,0,69,0,1,2,2,2,2,2,2,2,0,1,2,19.7,1396.9,1
1304,0,1,0,1,15,0,0,0,1,1,1,1,1,0,2,0,2,85.6,1345.55,0
1305,1,0,1,1,28,0,1,1,1,1,0,1,0,1,2,0,2,59.55,1646.45,1
1306,1,0,1,1,70,0,0,0,0,0,0,0,0,0,1,1,3,115.55,8127.6,0
1307,1,0,1,1,36,0,1,1,0,0,0,0,1,0,1,0,0,75.55,2680.15,1
1308,0,1,1,1,16,0,0,0,1,1,1,1,0,1,2,0,1,86.6,1281.0,0
1309,1,0,1,1,18,0,0,0,1,1,1,1,0,1,2,0,1,85.2,1553.9,0
1310,1,0,0,1,34,0,0,0,1,1,1,1,0,0,2,0,1,97.65,3207.55,0
1311,0,0,0,0,42,1,2,1,1,0,0,1,1,0,1,0,3,45.1,2049.05,1
1312,0,0,1,1,48,0,0,1,0,1,1,0,1,0,1,0,2,70.95,3629.2,1
1313,0,0,0,1,47,0,0,0,1,0,0,0,0,0,2,0,1,109.55,5124.55,0
1314,1,0,0,0,39,0,0,0,1,0,0,0,1,1,1,0,1,89.55,3474.45,0
1315,1,0,0,0,11,0,1,2,2,2,2,2,2,2,0,1,3,20.9,202.3,1
1316,0,0,1,1,7,0,1,2,2,2,2,2,2,2,2,0,0,19.95,147.5,1
1317,1,0,1,1,3,0,0,2,2,2,2,2,2,2,2,1,0,24.6,86.35,1
1318,0,0,1,1,8,0,1,1,0,1,0,1,1,0,2,0,1,66.7,579.0,1
1319,0,0,1,0,1,0,1,2,2,2,2,2,2,2,2,0,0,19.45,19.45,0
1320,0,0,0,0,32,0,1,0,0,0,0,1,1,0,1,1,0,94.8,3131.55,1
1321,0,0,0,0,60,0,1,1,0,0,0,0,1,1,1,0,2,65.85,3928.3,1
1322,1,0,0,1,10,0,1,2,2,2,2,2,2,2,2,0,2,19.95,187.75,1
1323,1,0,0,1,71,0,0,2,2,2,2,2,2,2,0,0,2,24.65,1710.15,1
1324,1,0,0,0,4,0,1,2,2,2,2,2,2,2,2,1,0,20.35,76.35,0
1325,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,0,1,69.25,69.25,0
1326,1,0,0,0,43,1,2,1,0,0,1,0,0,1,1,0,2,51.25,2151.6,1
1327,0,0,0,1,59,0,0,0,1,1,0,1,0,0,1,0,2,99.5,5961.1,0
1328,1,0,0,1,23,0,1,1,1,1,0,0,1,1,2,1,1,54.25,1221.55,1
1329,1,0,0,1,72,0,1,2,2,2,2,2,2,2,0,1,2,19.4,1496.45,1
1330,0,0,0,1,22,0,1,1,0,1,1,0,1,1,1,0,3,56.25,1292.2,1
1331,1,0,1,1,1,1,2,1,1,1,1,1,1,1,2,0,0,25.15,25.15,1
1332,0,0,1,1,69,0,0,2,2,2,2,2,2,2,0,1,2,23.95,1713.1,1
1333,0,0,1,1,50,1,2,1,0,1,1,0,1,1,1,0,0,35.4,1748.9,1
1334,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1,25.2,25.2,0
1335,0,0,1,1,2,0,1,1,1,1,1,1,1,1,2,0,0,45.0,96.45,0
1336,1,0,0,1,15,0,1,0,1,0,1,1,1,1,2,1,2,75.35,1114.55,1
1337,0,0,1,1,31,0,1,2,2,2,2,2,2,2,0,1,2,20.4,609.1,1
1338,0,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,20.15,20.15,0
1339,0,0,0,1,66,0,0,0,1,0,0,1,0,0,2,0,3,105.0,7133.25,0
1341,0,0,1,0,3,0,1,1,1,1,1,1,0,1,2,0,3,54.7,169.45,0
1342,1,0,1,1,8,0,1,2,2,2,2,2,2,2,0,1,0,20.0,141.6,1
1343,0,0,0,0,64,0,1,1,0,1,0,1,0,0,1,0,3,73.05,4688.65,1
1344,1,0,0,1,28,0,1,2,2,2,2,2,2,2,2,1,0,20.5,563.05,1
1345,1,0,0,1,57,0,0,0,1,1,0,1,0,0,1,0,3,100.75,5985.0,1
1346,1,0,0,0,14,0,0,0,1,1,0,1,1,0,2,0,1,87.25,1258.6,0
1347,0,0,1,1,19,0,1,2,2,2,2,2,2,2,0,0,0,19.95,373.5,1
1348,0,0,0,1,10,0,1,0,1,1,1,1,0,1,2,0,1,79.95,857.2,0
1349,1,0,0,1,51,1,2,1,1,0,1,1,0,0,2,0,1,49.65,2553.35,1
1350,1,0,0,1,67,0,0,1,0,0,0,1,1,1,0,1,0,65.65,4322.85,1
1351,0,0,0,0,11,0,1,2,2,2,2,2,2,2,2,0,1,20.45,250.8,1
1352,0,0,0,0,72,1,2,1,0,1,0,0,0,0,0,1,2,60.95,4549.05,1
1353,0,0,0,0,66,0,1,2,2,2,2,2,2,2,1,0,1,20.35,1359.5,1
1354,1,0,1,1,18,0,0,0,1,1,1,0,0,1,2,0,1,88.35,1639.3,0
1355,1,0,1,1,9,0,1,2,2,2,2,2,2,2,2,0,1,19.5,178.85,1
1356,1,0,1,1,9,0,0,0,1,1,1,1,1,1,2,0,3,75.2,633.85,1
1357,0,0,0,1,48,0,0,0,0,0,0,1,0,0,2,0,2,111.45,5315.1,1
1358,0,0,1,1,10,0,1,0,1,1,1,1,1,1,2,1,0,70.15,735.5,1
1359,1,0,1,1,9,0,0,0,1,1,1,1,0,0,2,0,1,94.75,889.9,0
1360,1,1,1,1,13,0,0,0,1,1,1,1,0,0,2,0,1,95.05,1290.0,0
1361,0,0,1,1,4,0,0,0,1,0,1,1,1,1,2,1,1,78.45,330.05,0
1362,0,0,1,1,4,0,1,0,1,1,1,1,1,1,2,0,1,70.2,237.95,0
1363,1,0,0,1,72,0,0,1,0,0,0,0,0,0,0,1,2,92.0,6474.4,1
1364,1,0,0,0,51,0,1,1,0,0,0,0,0,0,0,1,3,85.5,4421.95,1
1365,0,0,0,1,59,1,2,1,1,0,1,1,1,0,2,0,2,41.05,2452.7,0
1366,0,0,0,1,10,0,0,0,1,1,1,1,0,1,2,0,1,85.6,813.85,0
1367,0,1,0,1,61,0,0,0,1,0,1,1,1,1,2,0,1,82.15,4904.85,1
1368,0,0,1,1,54,0,1,0,0,1,0,0,1,1,1,1,1,84.4,4484.05,1
1369,1,0,1,1,33,0,0,1,0,0,1,1,1,1,2,0,0,60.9,2033.85,1
1370,1,0,1,1,27,0,1,2,2,2,2,2,2,2,0,0,2,20.25,538.2,1
1371,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,0,1,79.2,79.2,0
1372,0,0,1,1,23,0,1,0,1,0,1,1,0,0,2,1,0,95.3,2192.9,1
1373,0,0,1,0,1,0,1,2,2,2,2,2,2,2,2,1,0,19.85,19.85,1
1374,0,0,0,0,45,0,1,1,0,0,0,0,0,0,0,0,0,84.35,3858.05,1
1375,1,0,0,0,39,0,1,2,2,2,2,2,2,2,0,0,2,19.85,854.8,1
1376,0,0,1,1,5,0,1,1,1,1,0,1,0,0,1,0,0,70.0,347.4,0
1377,0,0,0,0,72,0,0,1,0,0,0,0,0,1,0,1,2,82.3,5815.15,1
1378,1,0,0,0,58,0,0,1,1,0,1,1,0,1,2,0,2,66.8,3970.4,1
1379,1,0,1,1,70,1,2,1,0,0,0,0,1,1,0,0,2,44.6,3058.15,1
1380,0,0,0,0,61,0,1,0,1,0,1,0,0,0,1,0,2,98.45,6145.2,1
1381,0,0,1,1,2,0,1,0,1,1,1,1,1,1,2,1,0,70.7,129.2,1
1382,1,0,0,0,46,0,0,2,2,2,2,2,2,2,1,1,0,24.95,1165.9,1
1383,1,0,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,49.95,49.95,0
1384,1,0,0,1,22,0,1,0,1,1,1,1,1,1,2,0,1,69.25,1554.0,0
1385,1,0,1,1,48,0,1,0,0,1,0,0,0,0,0,0,3,102.5,4904.25,1
1386,0,0,1,1,64,0,0,1,1,0,0,0,0,0,0,1,3,86.55,5632.55,1
1387,0,0,0,0,72,0,0,2,2,2,2,2,2,2,0,1,2,24.3,1643.25,1
1388,1,0,0,0,12,0,1,1,1,1,0,1,0,1,2,0,3,58.35,740.55,1
1389,1,1,0,1,34,0,0,0,1,0,0,1,1,0,2,0,1,94.25,3217.55,0
1390,1,0,0,0,72,0,1,1,0,0,0,1,1,0,0,1,3,68.75,4888.2,1
1391,0,0,0,1,29,0,0,0,1,0,0,1,1,1,2,0,1,85.8,2440.25,1
1392,0,0,0,0,33,0,1,2,2,2,2,2,2,2,1,1,3,20.1,620.55,1
1393,1,0,1,1,1,0,1,2,2,2,2,2,2,2,2,1,0,20.35,20.35,1
1394,1,0,0,0,62,0,0,0,1,0,0,0,0,0,1,0,1,110.8,6840.95,1
1395,0,0,0,1,41,0,0,1,1,1,0,1,0,0,1,0,1,73.0,3001.2,0
1396,1,0,1,1,64,0,0,0,1,1,0,1,0,0,1,0,3,100.05,6254.2,0
1397,1,0,1,1,4,0,1,0,1,1,0,1,1,0,2,0,3,82.85,319.6,1
1398,1,0,1,1,24,0,0,0,0,1,1,0,1,1,2,0,1,84.35,1938.05,1
1399,1,0,0,0,14,0,1,2,2,2,2,2,2,2,1,1,0,19.55,294.5,1
1400,0,0,1,0,3,0,1,2,2,2,2,2,2,2,2,1,0,19.95,58.3,1
1401,1,1,1,1,4,0,1,0,1,0,0,1,0,0,2,0,3,99.8,442.85,0
1402,1,0,1,0,18,1,2,1,1,1,1,1,1,0,2,0,1,35.0,553.0,0
1403,0,0,1,1,8,0,1,1,1,1,1,1,0,0,2,0,1,66.25,546.45,1
1404,1,0,1,1,35,0,0,2,2,2,2,2,2,2,0,1,2,23.3,797.1,1
